iter	Logloss
408	0.1784030912
409	0.1782621258
410	0.1782362737
411	0.1782161198
412	0.1782043251
413	0.1781777946
414	0.1781466363
415	0.1781277124
416	0.1781192222
417	0.1780633239
418	0.1780498073
419	0.1780325613
420	0.1780101771
421	0.1779902237
422	0.1779860423
423	0.1779735147
424	0.177956885
425	0.177863677
426	0.1775808869
427	0.1775574076
428	0.1775428042
429	0.1774961893
430	0.1774647941
431	0.1774131219
432	0.1773973837
433	0.1773528128
434	0.1773481196
435	0.1773392513
436	0.1772197574
437	0.1772124221
438	0.177176294
439	0.1771617078
440	0.1771510053
441	0.1770888852
442	0.1770685499
443	0.1770575098
444	0.1770494
445	0.1770325485
446	0.1770259412
447	0.1769879028
448	0.1769844296
449	0.1769746635
450	0.1769364131
451	0.1768899789
452	0.1768666728
453	0.1768274082
454	0.1767493458
455	0.1766983655
456	0.1766630377
457	0.1766327527
458	0.1765565148
459	0.1765063559
460	0.1764869847
461	0.1764043822
462	0.1763440757
463	0.1761593895
464	0.1761495569
465	0.1760139741
466	0.1759498302
467	0.175922106
468	0.1758554433
469	0.1758425001
470	0.1758164309
471	0.1755763095
472	0.1755528899
473	0.1754385557
474	0.1753881362
475	0.1753702808
476	0.175353872
477	0.1752972277
478	0.1751735925
479	0.1751180439
480	0.1751088876
481	0.1750557458
482	0.1750243046
483	0.174917778
484	0.1748833119
485	0.1748308032
486	0.1747850996
487	0.1747644086
488	0.1747536903
489	0.1747257946
490	0.17467881
491	0.17463206
492	0.1745966877
493	0.1745450746
494	0.1745083411
495	0.1744719299
496	0.1743995036
497	0.174368428
498	0.1743092653
499	0.1742910816
500	0.1742133613
501	0.1741884455
502	0.174119983
503	0.1740695018
504	0.1740234341
505	0.1739748987
506	0.1739249755
507	0.1738757522
508	0.1738280835
509	0.1737789385
510	0.173718513
511	0.1737067806
512	0.1736489116
513	0.1736290553
514	0.1735900491
515	0.173560497
516	0.1735200639
517	0.1734393005
518	0.1734001951
519	0.1733825882
520	0.1733781635
521	0.1733228138
522	0.1732583771
523	0.1732081703
524	0.1731717672
525	0.1731253747
526	0.1730993366
527	0.1730500419
528	0.1730076218
529	0.172963445
530	0.172904823
531	0.1728488726
532	0.1728320489
533	0.172801927
534	0.1726860956
535	0.172648816
536	0.1726113645
537	0.1725656173
538	0.1725168466
539	0.1724764471
540	0.1724357135
541	0.1724089017
542	0.1723737923
543	0.1723071063
544	0.1722369772
545	0.1721720326
546	0.1721351009
547	0.172121613
548	0.1720710866
549	0.1719520226
550	0.1719029439
551	0.1718561435
552	0.1718404223
553	0.1718108014
554	0.1717439882
555	0.1717027027
556	0.1716564159
557	0.1716087128
558	0.1710787276
559	0.1710603002
560	0.1710321365
561	0.1709764744
562	0.1709224631
563	0.1709099024
564	0.1708740801
565	0.1708378982
566	0.1707946855
567	0.1707537093
568	0.1706964305
569	0.1705132378
570	0.1704913763
571	0.1702862558
572	0.1702542556
573	0.1702097758
574	0.1700751306
575	0.1700321473
576	0.1699971131
577	0.1699782881
578	0.1699456548
579	0.1699011919
580	0.1698786398
581	0.1697943163
582	0.1697723478
583	0.1697245646
584	0.1696411757
585	0.1696153416
586	0.1695798025
587	0.1695554977
588	0.1695347439
589	0.1695148602
590	0.1694781563
591	0.1694347984
592	0.16934406
593	0.1693249122
594	0.1692707463
595	0.1691062003
596	0.1690884361
597	0.1690580939
598	0.1689825111
599	0.1689478163
600	0.168891663
601	0.1688326631
602	0.1687396823
603	0.1687149624
604	0.1686765381
605	0.1686158525
606	0.1685688688
607	0.1685199458
608	0.1684753249
609	0.1683653232
610	0.1683129636
611	0.1681681529
612	0.1680929396
613	0.1680512704
614	0.1680095063
615	0.1679720857
616	0.1679464868
617	0.1678341231
618	0.1678096962
619	0.1677567857
620	0.1676981344
621	0.1676313577
622	0.1676013624
623	0.1675458807
624	0.1675116199
625	0.1674663852
626	0.1673299063
627	0.1673000939
628	0.1672656189
629	0.1672476489
630	0.1671587827
631	0.1671282952
632	0.1670901778
633	0.1670497066
634	0.1670113962
635	0.1670001838
636	0.1669538555
637	0.1668493588
638	0.1668123158
639	0.1667449433
640	0.1667138798
641	0.1666665333
642	0.166626129
643	0.1664474025
644	0.1662902208
645	0.1662353935
646	0.1661848304
647	0.1661464732
648	0.1661278588
649	0.1660883235
650	0.1660396015
651	0.1659943198
652	0.1658611121
653	0.1658220586
654	0.1657658727
655	0.1657098669
656	0.1656686361
657	0.1656181719
658	0.1655558957
659	0.1655225295
660	0.1654829761
661	0.1654627599
662	0.1654168789
663	0.1653669099
664	0.1653467834
665	0.1652772479
666	0.1652389161
667	0.1651501668
668	0.1650972991
669	0.1650789421
670	0.1649976427
671	0.1649362562
672	0.1649013612
673	0.1648912339
674	0.1648353433
675	0.1648254279
676	0.1647948045
677	0.1647416322
678	0.1645668425
679	0.1645498619
680	0.1645069334
681	0.1644620947
682	0.1643990516
683	0.1643683859
684	0.1643414755
685	0.164234058
686	0.1642000454
687	0.1641606169
688	0.1641157004
689	0.1641058738
690	0.1640679421
691	0.1640594764
692	0.1640397795
693	0.1639876875
694	0.1639798435
695	0.1639557029
696	0.1639262952
697	0.1639081362
698	0.1639000672
699	0.1638570088
700	0.1638408457
701	0.1638215142
702	0.1638130406
703	0.1637639513
704	0.1637245022
705	0.1636784881
706	0.163639773
707	0.1635949028
708	0.1635231034
709	0.1634761885
710	0.1634241146
711	0.1633837967
712	0.1633516961
713	0.1633135948
714	0.1632557337
715	0.1632126432
716	0.1631387187
717	0.1630998229
718	0.163058192
719	0.1629806939
720	0.1629288279
721	0.1628710552
722	0.1628324748
723	0.1628197515
724	0.1627895653
725	0.1627651655
726	0.162734334
727	0.1625841327
728	0.1625568452
729	0.1625363667
730	0.162457644
731	0.1624016938
732	0.1623338169
733	0.162289057
734	0.1622370529
735	0.1621862638
736	0.1621670161
737	0.1621483415
738	0.1621094332
739	0.1620561441
740	0.1619825031
741	0.161971843
742	0.1617247013
743	0.1616643321
744	0.1616337046
745	0.1615971515
746	0.1615828178
747	0.1615548741
748	0.1615267236
749	0.1614580945
750	0.161417521
751	0.1614055762
752	0.1613758484
753	0.1613570088
754	0.1613457421
755	0.1613359236
756	0.1613258838
757	0.1613114172
758	0.161300133
759	0.1612909367
760	0.1612843084
761	0.161221351
762	0.1611548879
763	0.1611039425
764	0.1610642479
765	0.1610099877
766	0.1609600371
767	0.1609175654
768	0.1608865478
769	0.1608568752
770	0.1608289256
771	0.1608034458
772	0.1606442522
773	0.1606188316
774	0.1604761989
775	0.1604429262
776	0.1603664867
777	0.1603385531
778	0.1602399213
779	0.1601894758
780	0.1601233838
781	0.1600442311
782	0.1600034662
783	0.1599483687
784	0.1598517498
785	0.1597999167
786	0.1597279699
787	0.1596702898
788	0.1596241537
789	0.1595450804
790	0.1594912031
791	0.1594420505
792	0.1593711701
793	0.1593248506
794	0.1592798634
795	0.1592399786
796	0.1591736569
797	0.1591334404
798	0.1590854618
799	0.1590772287
800	0.1590177432
801	0.1589739253
802	0.1589668012
803	0.1589592509
804	0.1589520849
805	0.1587873209
806	0.1587555643
807	0.1587305407
808	0.1586530333
809	0.1586218996
810	0.158582786
811	0.1585477017
812	0.1585186867
813	0.1584915475
814	0.1584637749
815	0.1583799483
816	0.1583352901
817	0.1582916467
818	0.1582368557
819	0.1581969706
820	0.1581573987
821	0.1581113944
822	0.1580678535
823	0.158016854
824	0.1580008089
825	0.1579597563
826	0.1579421945
827	0.1579239425
828	0.1578627433
829	0.1578380294
830	0.1577838122
831	0.1577781118
832	0.1577503283
833	0.1577250535
834	0.1575859171
835	0.1575562115
836	0.1575135101
837	0.1574684844
838	0.1574168474
839	0.1573931972
840	0.1573528383
841	0.1573076694
842	0.157276922
843	0.1572417706
844	0.1572127576
845	0.1571443723
846	0.1571169874
847	0.1570532556
848	0.1570111941
849	0.1569886601
850	0.1569482316
851	0.1569256994
852	0.1568846053
853	0.1568508854
854	0.1568257596
855	0.1567441857
856	0.156706375
857	0.1566482332
858	0.1566089559
859	0.1565843542
860	0.1565146258
861	0.15645331
862	0.1564068415
863	0.1563280123
864	0.1563129055
865	0.1562378426
866	0.1561668769
867	0.1561297306
868	0.1560772091
869	0.1560259996
870	0.1559953326
871	0.1559385293
872	0.1559022281
873	0.1558567826
874	0.1558269556
875	0.1558018115
876	0.1557812307
877	0.1557312719
878	0.1557139281
879	0.1556676595
880	0.1556273802
881	0.1555939013
882	0.1555656417
883	0.1555220891
884	0.1555149964
885	0.1554687964
886	0.1554152014
887	0.1553671978
888	0.1553206921
889	0.1553047214
890	0.1552329382
891	0.1551715147
892	0.1551423545
893	0.1551101314
894	0.1550751293
895	0.1550245785
896	0.1549855664
897	0.1549525782
898	0.1549239267
899	0.1548759874
900	0.1548583085
901	0.1548306325
902	0.1547948999
903	0.1547534348
904	0.154738127
905	0.154718106
906	0.154691691
907	0.1546311826
908	0.1546043345
909	0.1545860906
910	0.1545470389
911	0.1544948854
912	0.154457678
913	0.1544233149
914	0.154387564
915	0.1543574599
916	0.1542884924
917	0.1542676149
918	0.1542270195
919	0.1541924683
920	0.154144108
921	0.1541038438
922	0.1540658624
923	0.1540357462
924	0.1540231812
925	0.1539847219
926	0.1539601403
927	0.1539329416
928	0.1538980483
929	0.153855199
930	0.1538048087
931	0.1537628278
932	0.1537390086
933	0.1537097977
934	0.1536798773
935	0.1536622341
936	0.1536295846
937	0.1535990167
938	0.1535700028
939	0.1535459822
940	0.1534956997
941	0.1534795925
942	0.1534175484
943	0.1533567501
944	0.1533134094
945	0.1532722534
946	0.153248609
947	0.1532199105
948	0.1531945374
949	0.1531720089
950	0.1531500745
951	0.1531348916
952	0.1531132582
953	0.1530885267
954	0.1530563733
955	0.153021796
956	0.1530069062
957	0.1529492238
958	0.1529269742
959	0.1528985407
960	0.1528657849
961	0.1528304381
962	0.1527763515
963	0.1527409892
964	0.1527129298
965	0.1526349941
966	0.1525956418
967	0.15253865
968	0.152501496
969	0.1524771369
970	0.1524267409
971	0.1524027728
972	0.1523677262
973	0.1523348292
974	0.1522377203
975	0.1522088516
976	0.1521825409
977	0.1521679412
978	0.152114545
979	0.1520974581
980	0.1520772072
981	0.1520538911
982	0.1519923029
983	0.1519831841
984	0.1519364117
985	0.1519186059
986	0.1518772846
987	0.1518512186
988	0.1518382138
989	0.1517753208
990	0.1517427264
991	0.1516978286
992	0.151658235
993	0.1516365821
994	0.151619261
995	0.151565386
996	0.1515500993
997	0.1515159305
998	0.1514909325
999	0.1514662581
1000	0.1514193789
1001	0.1513962571
1002	0.1513737094
1003	0.1513182358
1004	0.1512939552
1005	0.151264292
1006	0.1512311462
1007	0.1512147106
1008	0.1511879675
1009	0.1511684101
1010	0.1511260879
1011	0.1511081841
1012	0.1510961636
1013	0.1510729252
1014	0.1510564582
1015	0.1510486687
1016	0.1510190577
1017	0.1510033619
1018	0.1509758915
1019	0.1509383081
1020	0.1509109573
1021	0.1508954748
1022	0.150883076
1023	0.1508459778
1024	0.1508256377
1025	0.150791987
1026	0.1507631808
1027	0.1507348013
1028	0.1506872026
1029	0.1506557214
1030	0.1506268074
1031	0.1505932923
1032	0.1505698743
1033	0.150543671
1034	0.1505338792
1035	0.1505073023
1036	0.1504828592
1037	0.1504589148
1038	0.1504245598
1039	0.1504158373
1040	0.1503840359
1041	0.1503421275
1042	0.1503144107
1043	0.1503037535
1044	0.1502775891
1045	0.1502388168
1046	0.1502103656
1047	0.1502010395
1048	0.1501538843
1049	0.150123177
1050	0.1500941296
1051	0.1500542082
1052	0.1500264758
1053	0.1500011299
1054	0.1499828113
1055	0.1499585412
1056	0.1499402491
1057	0.1499246686
1058	0.1499076524
1059	0.1498669484
1060	0.14982629
1061	0.149805853
1062	0.1497665746
1063	0.1497436442
1064	0.1497036109
1065	0.1496420629
1066	0.1496095622
1067	0.1495716228
1068	0.1495529168
1069	0.1495376409
1070	0.1495002216
1071	0.149481362
1072	0.1494653158
1073	0.1494439789
1074	0.1494073569
1075	0.1493585792
1076	0.1493464945
1077	0.1493123027
1078	0.1492554452
1079	0.1492441599
1080	0.1492053161
1081	0.1491851488
1082	0.1491516369
1083	0.1490628168
1084	0.1490371434
1085	0.1490195577
1086	0.1489870736
1087	0.1489667766
1088	0.148942197
1089	0.148915196
1090	0.1488915793
1091	0.1488573219
1092	0.1488275811
1093	0.1487963047
1094	0.1487722316
1095	0.1487539102
1096	0.1487049822
1097	0.1486905978
1098	0.1486773123
1099	0.1486470399
1100	0.1486356327
1101	0.1485913236
1102	0.148562046
1103	0.1485251573
1104	0.1485016482
1105	0.1484746036
1106	0.14846685
1107	0.1484399612
1108	0.1484075579
1109	0.1483936875
1110	0.1483807118
1111	0.1483758215
1112	0.1483614772
1113	0.1483247671
1114	0.1483129877
1115	0.1482711882
1116	0.1482503902
1117	0.1482274627
1118	0.1481961851
1119	0.1481742657
1120	0.1481607602
1121	0.1481444579
1122	0.1481349146
1123	0.1481277367
1124	0.1481169426
1125	0.1480938972
1126	0.1480546243
1127	0.1480316154
1128	0.1479854765
1129	0.1479363131
1130	0.1479272795
1131	0.1479003243
1132	0.1478884086
1133	0.1478768139
1134	0.147870094
1135	0.1478445143
1136	0.1478373196
1137	0.1477998682
1138	0.1477732628
1139	0.1477072514
1140	0.1476982277
1141	0.1476773345
1142	0.1476700336
1143	0.1476575429
1144	0.1476371354
1145	0.1476182559
1146	0.1475470899
1147	0.147522925
1148	0.1474650398
1149	0.1474296132
1150	0.1474236733
1151	0.1474144453
1152	0.1473867089
1153	0.1473554513
1154	0.1473280322
1155	0.1472740904
1156	0.1472552632
1157	0.1472271895
1158	0.1471958105
1159	0.1471676026
1160	0.1471150201
1161	0.1470713276
1162	0.1470299188
1163	0.1470192194
1164	0.1469831319
1165	0.1469536581
1166	0.1469404346
1167	0.1469031754
1168	0.1468858454
1169	0.1468706496
1170	0.1468432223
1171	0.1467851754
1172	0.146765435
1173	0.1467527375
1174	0.1467182499
1175	0.1467055582
1176	0.1466970176
1177	0.1466436964
1178	0.1465934787
1179	0.1465830594
1180	0.1465538923
1181	0.1465433798
1182	0.1465197468
1183	0.1465091994
1184	0.1464866383
1185	0.1464460627
1186	0.1463937515
1187	0.1463791167
1188	0.146369261
1189	0.1463611726
1190	0.1463446398
1191	0.146313921
1192	0.1462898504
1193	0.1462678767
1194	0.1462385974
1195	0.1462189456
1196	0.1461816912
1197	0.1461585754
1198	0.1461293563
1199	0.1461138495
1200	0.146105608
1201	0.1460778366
1202	0.1460633397
1203	0.1460515534
1204	0.1460241263
1205	0.1460031914
1206	0.1459740798
1207	0.1459613315
1208	0.1459462927
1209	0.1459199576
1210	0.1458746545
1211	0.1458565962
1212	0.1458424106
1213	0.1458256299
1214	0.1457985103
1215	0.1457639957
1216	0.145727803
1217	0.1456986675
1218	0.145675826
1219	0.1456553681
1220	0.1456284818
1221	0.1456066916
1222	0.145596342
1223	0.1455697219
1224	0.145532903
1225	0.1455127536
1226	0.1454871413
1227	0.1454622174
1228	0.145442053
1229	0.1454102738
1230	0.1454003789
1231	0.1453629224
1232	0.1453226941
1233	0.1452812995
1234	0.1452476783
1235	0.1452293678
1236	0.145188205
1237	0.1451683129
1238	0.1451612979
1239	0.1451437104
1240	0.145106767
1241	0.1450997292
1242	0.1450826675
1243	0.1450744564
1244	0.1450405326
1245	0.1450318072
1246	0.1450048061
1247	0.1449914534
1248	0.144979991
1249	0.144975047
1250	0.1449678318
1251	0.1449254941
1252	0.1448910559
1253	0.1448616267
1254	0.1448502678
1255	0.1448398449
1256	0.1448063729
1257	0.1448014738
1258	0.144796634
1259	0.1447794434
1260	0.1447490936
1261	0.1447380041
1262	0.1447266388
1263	0.1447032429
1264	0.1446934992
1265	0.1446625368
1266	0.1446475649
1267	0.1446159408
1268	0.1445846783
1269	0.1445676553
1270	0.1445321786
1271	0.1445057361
1272	0.1444881298
1273	0.14446137
1274	0.1444350521
1275	0.1444136604
1276	0.1443902155
1277	0.1443721681
1278	0.144355996
1279	0.1443321088
1280	0.1443026026
1281	0.1442855734
1282	0.1442632138
1283	0.1442521133
1284	0.1442380184
1285	0.1442185234
1286	0.1441921801
1287	0.1441701165
1288	0.1441410336
1289	0.1441123059
1290	0.1440875292
1291	0.144053852
1292	0.1440390088
1293	0.1440153638
1294	0.1439793736
1295	0.1439654093
1296	0.1439438795
1297	0.1439210097
1298	0.1438904319
1299	0.1438777314
1300	0.143865342
1301	0.1438556653
1302	0.1438399683
1303	0.1438065106
1304	0.143793625
1305	0.1437735166
1306	0.1437544817
1307	0.1437394896
1308	0.1437187291
1309	0.1437098747
1310	0.1436909861
1311	0.1436738718
1312	0.1436610635
1313	0.143645753
1314	0.1435941494
1315	0.1435791532
1316	0.1435635507
1317	0.143548821
1318	0.1435261206
1319	0.1435131476
1320	0.1434826661
1321	0.1434704277
1322	0.1434523638
1323	0.14341984
1324	0.1433876214
1325	0.1433730105
1326	0.1433611609
1327	0.1433273415
1328	0.143292139
1329	0.1432602643
1330	0.1431939226
1331	0.1431708749
1332	0.1431208546
1333	0.1430608539
1334	0.1430233749
1335	0.1430124034
1336	0.1429504597
1337	0.1429221084
1338	0.1429148345
1339	0.1429057025
1340	0.1428726939
1341	0.1428539445
1342	0.1428486542
1343	0.1428328437
1344	0.1428247089
1345	0.1427812081
1346	0.1427619409
1347	0.1427464511
1348	0.1427240188
1349	0.1427156179
1350	0.1426884139
1351	0.1426801226
1352	0.1426446728
1353	0.1426135512
1354	0.1425986608
1355	0.1425813745
1356	0.1425499145
1357	0.1425190798
1358	0.1424993785
1359	0.1424690537
1360	0.1424450493
1361	0.1424255351
1362	0.1423677197
1363	0.1423302533
1364	0.1422963324
1365	0.1422656198
1366	0.1422017732
1367	0.1421882031
1368	0.142134734
1369	0.1421131302
1370	0.1420929851
1371	0.1420645312
1372	0.1420488183
1373	0.1420215026
1374	0.1419868239
1375	0.1419465376
1376	0.1419282748
1377	0.1418891061
1378	0.1418325273
1379	0.1418014425
1380	0.1417844225
1381	0.1417563426
1382	0.1417294174
1383	0.1417010376
1384	0.1416873796
1385	0.141666358
1386	0.141640515
1387	0.1416274338
1388	0.1416024929
1389	0.141589378
1390	0.1415689953
1391	0.1415511064
1392	0.1415359982
1393	0.1415009736
1394	0.1414657272
1395	0.1414345681
1396	0.1414038431
1397	0.1413775642
1398	0.1413382729
1399	0.141314857
1400	0.1412903462
1401	0.1412558816
1402	0.1412377037
1403	0.1412161052
1404	0.1411914337
1405	0.141171293
1406	0.1411478337
1407	0.1411343667
1408	0.1411070944
1409	0.1410770607
1410	0.1410575652
1411	0.1410321392
1412	0.1410020883
1413	0.1409782036
1414	0.1409391996
1415	0.1408874449
1416	0.1408627689
1417	0.1408562563
1418	0.1408457993
1419	0.1408413903
1420	0.140817716
1421	0.1407979099
1422	0.1407924275
1423	0.140761939
1424	0.1407126651
1425	0.1406814627
1426	0.1406697529
1427	0.1406636792
1428	0.1406586724
1429	0.1406487181
1430	0.1406309461
1431	0.1406106758
1432	0.1405872205
1433	0.1405721844
1434	0.1405530784
1435	0.1405373872
1436	0.1405136969
1437	0.1404898692
1438	0.1404528517
1439	0.1404479538
1440	0.1403989311
1441	0.1403681576
1442	0.1403494593
1443	0.1402771798
1444	0.1402562023
1445	0.1402365524
1446	0.1402167153
1447	0.1402115112
1448	0.1401804398
1449	0.1401568799
1450	0.1401347454
1451	0.1400843814
1452	0.1400776733
1453	0.1400409331
1454	0.1400245742
1455	0.1400012961
1456	0.1399707899
1457	0.1399309584
1458	0.1398719425
1459	0.1398503603
1460	0.1398259375
1461	0.1398067523
1462	0.1397977676
1463	0.1397632182
1464	0.1397295618
1465	0.1397033661
1466	0.139673269
1467	0.1396458241
1468	0.1396231232
1469	0.1395873149
1470	0.1395635191
1471	0.1395250683
1472	0.1394957897
1473	0.1394650804
1474	0.1394398279
1475	0.139413848
1476	0.1393950586
1477	0.1393747811
1478	0.1393622279
1479	0.1393431386
1480	0.1393236782
1481	0.1393057573
1482	0.1392980812
1483	0.139264687
1484	0.1392495226
1485	0.1392298217
1486	0.1392235554
1487	0.1391995262
1488	0.139185629
1489	0.1391734861
1490	0.13916714
1491	0.1391485904
1492	0.1391309389
1493	0.1391258629
1494	0.1390971604
1495	0.1390840802
1496	0.1390534426
1497	0.139029924
1498	0.1390106114
1499	0.1389918263
1500	0.1389734213
1501	0.1389415947
1502	0.138911221
1503	0.1388980987
1504	0.1388802847
1505	0.1388653929
1506	0.1388507966
1507	0.1388345262
1508	0.1388211129
1509	0.1388085227
1510	0.1387916832
1511	0.1387733915
1512	0.1387292328
