iter	Passed	Remaining
200	18676	167160
201	18752	166914
202	18822	166620
203	18915	166526
204	18988	166262
205	19054	165939
206	19139	165784
207	19230	165676
208	19315	165520
209	19385	165234
210	19450	164916
211	19515	164591
212	19576	164242
213	19634	163869
214	19714	163678
215	19798	163523
216	19869	163260
217	19961	163174
218	20027	162875
219	20096	162599
220	20194	162563
221	20289	162502
222	20373	162350
223	20454	162176
224	20542	162058
225	20663	162196
226	20748	162059
227	20837	161949
228	20912	161730
229	20992	161547
230	21094	161542
231	21189	161475
232	21256	161199
233	21358	161195
234	21439	161021
235	21498	160692
236	21564	160413
237	21622	160081
238	21689	159809
239	21756	159549
240	21816	159230
241	21880	158952
242	21945	158678
243	22013	158422
244	22106	158351
245	22203	158312
246	22273	158075
247	22339	157815
248	22412	157609
249	22487	157410
250	22550	157131
251	22642	157060
252	22724	156917
253	22803	156749
254	22880	156576
255	22966	156458
256	23043	156280
257	23114	156070
258	23198	155943
259	23313	156021
260	23396	155886
261	23460	155629
262	23517	155321
263	23582	155071
264	23671	154982
265	23784	155047
266	23879	154994
267	23954	154812
268	24026	154610
269	24111	154490
270	24180	154275
271	24241	154004
272	24299	153720
273	24428	153884
274	24503	153703
275	24575	153507
276	24667	153434
277	24749	153302
278	24821	153111
279	24908	153011
280	24979	152813
281	25075	152762
282	25198	152883
283	25282	152763
284	25356	152581
285	25449	152517
286	25538	152428
287	25604	152206
288	25690	152097
289	25787	152055
290	25892	152062
291	25970	151911
292	26053	151783
293	26134	151653
294	26239	151656
295	26328	151565
296	26432	151563
297	26549	151633
298	26635	151526
299	26705	151330
300	26764	151071
301	26815	150771
302	26879	150541
303	26962	150419
304	27034	150240
305	27125	150167
306	27201	150007
307	27300	149973
308	27387	149876
309	27459	149698
310	27516	149438
311	27575	149187
312	27642	148988
313	27699	148732
314	27767	148533
315	27818	148249
316	27896	148107
317	27962	147904
318	28024	147679
319	28090	147475
320	28178	147387
321	28236	147143
322	28299	146931
323	28357	146690
324	28426	146507
325	28487	146281
326	28548	146062
327	28698	146294
328	28756	146053
329	28842	145958
330	28929	145872
331	29004	145720
332	29094	145649
333	29191	145606
334	29280	145528
335	29343	145322
336	29410	145130
337	29479	144956
338	29564	144858
339	29652	144775
340	29730	144642
341	29787	144407
342	29847	144192
343	29901	143945
344	29959	143718
345	30025	143529
346	30133	143547
347	30224	143481
348	30324	143456
349	30397	143304
350	30454	143074
351	30515	142867
352	30592	142735
353	30683	142669
354	30775	142608
355	30842	142429
356	30907	142244
357	30981	142099
358	31059	141974
359	31125	141795
360	31195	141634
361	31248	141395
362	31306	141180
363	31366	140976
364	31428	140783
365	31477	140529
366	31539	140340
367	31612	140196
368	31674	140002
369	31731	139790
370	31810	139676
371	31900	139607
372	31989	139536
373	32083	139486
374	32143	139288
375	32211	139126
376	32282	138978
377	32345	138795
378	32420	138665
379	32488	138503
380	32568	138393
381	32648	138287
382	32745	138249
383	32841	138208
384	32943	138190
385	33001	137988
386	33066	137819
387	33157	137756
388	33259	137742
389	33352	137685
390	33428	137560
391	33502	137427
392	33586	137336
393	33649	137159
394	33747	137124
395	33832	137037
396	33904	136898
397	34000	136855
398	34092	136796
399	34160	136643
400	34228	136488
401	34291	136314
402	34393	136295
403	34469	136173
404	34538	136022
405	34634	135977
406	34722	135903
407	34819	135863
408	34879	135679
409	34937	135490
410	34995	135298
411	35053	135108
412	35112	134922
413	35201	134854
414	35270	134709
415	35340	134565
416	35430	134498
417	35510	134397
418	35594	134307
419	35664	134168
420	35732	134017
421	35793	133845
422	35870	133729
423	35951	133629
424	36008	133444
425	36079	133307
426	36178	133277
427	36275	133235
428	36352	133123
429	36421	132980
430	36486	132825
431	36567	132726
432	36668	132699
433	36761	132647
434	36843	132553
435	36905	132385
436	36967	132220
437	37032	132067
438	37121	131997
439	37205	131909
440	37289	131825
441	37370	131727
442	37444	131606
443	37555	131613
444	37634	131509
445	37746	131519
446	37827	131424
447	37932	131408
448	38029	131368
449	38098	131229
450	38194	131183
451	38295	131155
452	38421	131211
453	38534	131221
454	38609	131102
455	38699	131035
456	38821	131076
457	38917	131027
458	39044	131084
459	39160	131103
460	39261	131071
461	39351	131001
462	39450	130962
463	39562	130966
464	39670	130956
465	39756	130871
466	39869	130879
467	40011	130979
468	40157	131090
469	40292	131163
470	40403	131160
471	40528	131202
472	40627	131157
473	40757	131214
474	40896	131298
475	41036	131384
476	41173	131460
477	41368	131721
478	41485	131732
479	41593	131712
480	41665	131580
481	41747	131479
482	41898	131595
483	42050	131712
484	42182	131764
485	42288	131737
486	42391	131702
487	42510	131711
488	42624	131707
489	42746	131730
490	42863	131734
491	42997	131790
492	43076	131677
493	43200	131701
494	43344	131784
495	43462	131790
496	43602	131861
497	43714	131844
498	43819	131808
499	43912	131738
500	44017	131700
501	44090	131568
502	44190	131518
503	44349	131641
504	44490	131709
505	44578	131621
506	44671	131546
507	44809	131605
508	44932	131618
509	45075	131690
510	45244	131836
511	45373	131867
512	45492	131865
513	45594	131815
514	45699	131775
515	45778	131656
516	45872	131584
517	45954	131475
518	46043	131387
519	46109	131233
520	46159	131036
521	46265	130997
522	46358	130919
523	46490	130953
524	46603	130934
525	46702	130873
526	46765	130712
527	46850	130613
528	46932	130505
529	47017	130406
530	47098	130297
531	47166	130150
532	47247	130042
533	47345	129978
534	47427	129872
535	47505	129753
536	47580	129627
537	47673	129550
538	47770	129484
539	47867	129418
540	47949	129313
541	48027	129194
542	48133	129152
543	48245	129128
544	48344	129065
545	48433	128979
546	48512	128864
547	48573	128701
548	48634	128539
549	48692	128370
550	48756	128218
551	48862	128176
552	48962	128116
553	49049	128024
554	49115	127876
555	49203	127787
556	49279	127666
557	49345	127519
558	49407	127363
559	49471	127212
560	49577	127169
561	49671	127095
562	49740	126956
563	49819	126845
564	49902	126743
565	49962	126583
566	50022	126422
567	50091	126287
568	50171	126177
569	50240	126040
570	50332	125963
571	50399	125821
572	50469	125690
573	50541	125561
574	50597	125393
575	50681	125295
576	50758	125179
577	50830	125053
578	50915	124958
579	51033	124943
580	51111	124832
581	51191	124724
582	51265	124602
583	51355	124519
584	51425	124388
585	51507	124285
586	51591	124188
587	51649	124029
588	51752	123977
589	51836	123880
590	51928	123802
591	52014	123709
592	52079	123569
593	52135	123404
594	52209	123285
595	52282	123161
596	52341	123006
597	52414	122883
598	52469	122721
599	52532	122574
600	52588	122414
601	52659	122289
602	52720	122139
603	52770	121965
604	52835	121826
605	52913	121718
606	52993	121613
607	53072	121508
608	53157	121416
609	53239	121316
610	53343	121267
611	53425	121168
612	53503	121059
613	53598	120989
614	53680	120889
615	53744	120751
616	53819	120634
617	53893	120518
618	53965	120396
619	54044	120292
620	54109	120155
621	54169	120009
622	54229	119861
623	54301	119741
624	54366	119606
625	54430	119468
626	54484	119309
627	54542	119158
628	54621	119056
629	54691	118932
630	54781	118851
631	54862	118753
632	54952	118673
633	55041	118591
634	55137	118524
635	55208	118403
636	55313	118354
637	55421	118313
638	55512	118235
639	55606	118163
640	55690	118071
641	55788	118007
642	55876	117923
643	55939	117786
644	56000	117645
645	56067	117516
646	56156	117433
647	56256	117375
648	56336	117273
649	56412	117164
650	56479	117037
651	56543	116903
652	56612	116780
653	56707	116709
654	56802	116639
655	56893	116561
656	56984	116484
657	57079	116414
658	57159	116314
659	57247	116229
660	57310	116094
661	57366	115946
662	57458	115869
663	57539	115772
664	57599	115633
665	57723	115620
666	57836	115586
667	57904	115463
668	57999	115392
669	58080	115293
670	58160	115194
671	58227	115067
672	58308	114970
673	58385	114865
674	58483	114801
675	58547	114670
676	58607	114532
677	58673	114404
678	58733	114266
679	58801	114143
680	58878	114039
681	58941	113907
682	59003	113773
683	59087	113683
684	59168	113585
685	59240	113472
686	59308	113350
687	59371	113219
688	59451	113121
689	59531	113024
690	59619	112941
691	59683	112812
692	59744	112677
693	59820	112572
694	59895	112465
695	59973	112364
696	60051	112262
697	60111	112128
698	60177	112003
699	60249	111892
700	60317	111773
701	60377	111637
702	60440	111510
703	60508	111389
704	60589	111294
705	60676	111211
706	60753	111108
707	60828	111003
708	60912	110913
709	60980	110795
710	61058	110694
711	61122	110569
712	61202	110474
713	61282	110377
714	61357	110272
715	61444	110188
716	61509	110064
717	61569	109933
718	61624	109793
719	61697	109684
720	61762	109562
721	61843	109468
722	61899	109330
723	61956	109193
724	62030	109087
725	62124	109017
726	62226	108960
727	62291	108838
728	62354	108713
729	62425	108604
730	62511	108517
731	62585	108413
732	62707	108390
733	62836	108379
734	62955	108352
735	63050	108282
736	63130	108187
737	63211	108093
738	63323	108052
739	63395	107943
740	63498	107887
741	63572	107781
742	63651	107684
743	63743	107609
744	63829	107524
745	63917	107443
746	64030	107404
747	64147	107370
748	64260	107329
749	64358	107264
750	64470	107222
751	64539	107107
752	64633	107036
753	64730	106969
754	64807	106867
755	64877	106756
756	64939	106630
757	65025	106545
758	65126	106485
759	65213	106400
760	65292	106304
761	65362	106192
762	65446	106104
763	65563	106068
764	65680	106033
765	65812	106021
766	65919	105969
767	66037	105934
768	66140	105877
769	66244	105819
770	66338	105746
771	66424	105659
772	66506	105567
773	66606	105503
774	66691	105415
775	66774	105324
776	66848	105219
777	66937	105138
778	67015	105039
779	67130	104998
780	67245	104957
781	67361	104918
782	67449	104835
783	67517	104720
784	67602	104632
785	67695	104557
786	67781	104471
787	67868	104387
788	67955	104302
789	68030	104198
790	68096	104081
791	68187	104002
792	68273	103916
793	68364	103838
794	68466	103775
795	68553	103690
796	68612	103564
797	68676	103444
798	68739	103324
799	68811	103217
800	68892	103124
801	68957	103006
802	69013	102876
803	69065	102739
804	69140	102637
805	69229	102556
806	69321	102478
807	69414	102403
808	69480	102287
809	69551	102180
810	69654	102120
811	69711	101991
812	69777	101877
813	69844	101764
814	69918	101660
815	70004	101575
816	70092	101492
817	70167	101391
818	70261	101317
819	70336	101215
820	70400	101098
821	70466	100984
822	70539	100881
823	70611	100775
824	70681	100667
825	70741	100545
826	70796	100415
827	70861	100301
828	70937	100202
829	71012	100102
830	71112	100036
831	71171	99913
832	71232	99793
833	71285	99663
834	71345	99541
835	71423	99446
836	71500	99348
837	71564	99234
838	71627	99117
839	71689	98999
840	71769	98907
841	71858	98827
842	71938	98734
843	72033	98661
844	72114	98571
845	72196	98481
846	72265	98373
847	72326	98255
848	72393	98144
849	72477	98058
850	72589	98008
851	72662	97906
852	72727	97794
853	72804	97698
854	72873	97591
855	72932	97470
856	73004	97367
857	73091	97285
858	73177	97200
859	73265	97119
860	73343	97024
861	73427	96937
862	73501	96837
863	73588	96754
864	73664	96657
865	73753	96577
866	73826	96476
867	73915	96396
868	74003	96315
869	74089	96231
870	74164	96132
871	74241	96036
872	74340	95970
873	74405	95858
874	74481	95761
875	74542	95646
876	74630	95563
877	74697	95456
878	74756	95338
879	74829	95237
880	74960	95211
881	75084	95174
882	75186	95110
883	75301	95063
884	75397	94992
885	75529	94966
886	75642	94915
887	75759	94869
888	75885	94835
889	76000	94787
890	76132	94759
891	76247	94711
892	76377	94680
893	76463	94596
894	76569	94535
895	76662	94459
896	76767	94396
897	76883	94349
898	76994	94294
899	77116	94252
900	77208	94175
901	77302	94099
902	77420	94053
903	77533	94001
904	77619	93915
905	77709	93834
906	77800	93754
907	77880	93662
908	77964	93574
909	78033	93468
910	78110	93372
911	78213	93307
912	78332	93261
913	78448	93211
914	78539	93132
915	78627	93048
916	78700	92947
917	78788	92863
918	78866	92769
919	78988	92725
920	79115	92687
921	79242	92650
922	79369	92611
923	79476	92551
924	79575	92479
925	79674	92408
926	79746	92306
927	79834	92222
928	79939	92158
929	80058	92110
930	80183	92069
931	80301	92019
932	80412	91961
933	80485	91860
934	80598	91804
935	80720	91759
936	80832	91702
937	80942	91642
938	81067	91600
939	81178	91542
940	81286	91479
941	81399	91423
942	81473	91322
943	81551	91227
944	81687	91195
945	81776	91112
946	81883	91048
947	82001	90997
948	82111	90936
949	82217	90872
950	82327	90811
951	82428	90740
952	82532	90673
953	82639	90608
954	82727	90523
955	82833	90458
956	82936	90389
957	83049	90331
958	83158	90268
959	83243	90179
960	83320	90083
961	83422	90013
962	83511	89928
963	83583	89826
964	83693	89764
965	83808	89708
966	83939	89668
967	84058	89615
968	84171	89557
969	84269	89481
970	84399	89440
971	84497	89366
972	84573	89267
973	84687	89208
974	84801	89149
975	84922	89099
976	85033	89037
977	85153	88984
978	85250	88907
979	85344	88827
980	85460	88770
981	85586	88723
982	85719	88684
983	85785	88575
984	85869	88485
985	85927	88368
986	85999	88264
987	86062	88153
988	86147	88064
989	86229	87971
990	86329	87897
991	86415	87809
992	86523	87743
993	86598	87644
994	86675	87546
995	86748	87445
996	86812	87334
997	86887	87235
998	86998	87172
999	87074	87074
1000	87145	86971
1001	87228	86879
1002	87329	86807
1003	87416	86720
1004	87496	86626
1005	87566	86521
1006	87657	86439
1007	87737	86345
1008	87815	86249
1009	87919	86178
1010	87983	86069
1011	88042	85954
1012	88106	85845
1013	88170	85735
1014	88223	85615
1015	88283	85503
1016	88341	85387
1017	88411	85285
1018	88472	85172
1019	88549	85076
1020	88663	85016
1021	88779	84956
1022	88874	84877
1023	88944	84774
1024	89059	84715
1025	89128	84611
1026	89195	84505
1027	89256	84394
1028	89324	84290
1029	89426	84217
1030	89509	84126
1031	89591	84035
1032	89665	83937
1033	89760	83857
1034	89813	83739
1035	89871	83625
1036	89946	83527
1037	90047	83454
1038	90140	83373
1039	90218	83278
1040	90287	83175
1041	90351	83068
1042	90445	82987
1043	90537	82905
1044	90627	82822
1045	90745	82763
1046	90834	82679
1047	90952	82621
1048	91061	82554
1049	91148	82467
1050	91221	82368
1051	91288	82264
1052	91351	82155
1053	91433	82064
1054	91522	81979
1055	91602	81887
1056	91697	81807
1057	91814	81747
1058	91892	81652
1059	91966	81555
1060	92048	81464
1061	92142	81384
1062	92207	81277
1063	92288	81186
1064	92354	81081
1065	92442	80995
1066	92519	80900
1067	92615	80822
1068	92702	80734
1069	92787	80647
1070	92868	80555
1071	92937	80452
1072	93009	80354
1073	93091	80263
1074	93184	80181
1075	93293	80114
1076	93383	80030
1077	93457	79932
1078	93549	79851
1079	93652	79777
1080	93722	79677
1081	93806	79588
1082	93892	79500
1083	93989	79422
1084	94065	79327
1085	94174	79259
1086	94281	79189
1087	94360	79096
1088	94447	79009
1089	94549	78935
1090	94635	78848
1091	94734	78771
1092	94828	78691
1093	94898	78590
1094	94958	78481
1095	95031	78383
1096	95094	78277
1097	95172	78183
1098	95265	78101
1099	95375	78034
1100	95506	77983
1101	95603	77905
1102	95719	77842
1103	95848	77790
1104	95924	77694
1105	95995	77595
1106	96079	77505
1107	96184	77433
1108	96251	77330
1109	96324	77233
1110	96401	77138
1111	96500	77061
1112	96595	76981
1113	96673	76887
1114	96771	76809
1115	96846	76713
1116	96907	76606
1117	96971	76501
1118	97040	76400
1119	97098	76291
1120	97158	76183
1121	97256	76105
1122	97344	76020
1123	97427	75930
1124	97496	75830
1125	97577	75739
1126	97673	75660
1127	97782	75590
1128	97856	75494
1129	97940	75405
1130	97998	75296
1131	98065	75195
1132	98133	75094
1133	98198	74991
1134	98259	74885
1135	98341	74795
1136	98429	74709
1137	98525	74630
1138	98623	74552
1139	98725	74477
1140	98813	74391
1141	98900	74305
1142	98993	74223
1143	99061	74122
1144	99143	74033
1145	99218	73937
1146	99309	73854
1147	99387	73761
1148	99454	73660
1149	99556	73584
1150	99656	73508
1151	99744	73423
1152	99819	73327
1153	99914	73247
1154	100035	73185
1155	100121	73099
1156	100189	72999
1157	100256	72898
1158	100351	72817
1159	100413	72713
1160	100491	72620
1161	100576	72533
1162	100665	72447
1163	100738	72351
1164	100795	72244
1165	100865	72145
1166	100958	72064
1167	101049	71980
1168	101131	71890
1169	101195	71788
1170	101257	71684
1171	101328	71587
1172	101406	71494
1173	101481	71400
1174	101559	71308
1175	101663	71233
1176	101767	71159
1177	101862	71078
1178	101958	70999
1179	102038	70908
1180	102105	70808
1181	102191	70721
1182	102264	70625
1183	102331	70526
1184	102431	70448
1185	102549	70383
1186	102609	70279
1187	102690	70189
1188	102780	70105
1189	102857	70012
1190	102921	69910
1191	102980	69805
1192	103058	69713
1193	103131	69618
1194	103205	69523
1195	103273	69424
1196	103342	69326
1197	103412	69229
1198	103478	69129
1199	103537	69025
1200	103618	68935
1201	103699	68845
1202	103791	68762
1203	103865	68668
1204	103938	68573
1205	104004	68474
1206	104081	68381
1207	104136	68274
1208	104202	68175
1209	104273	68079
1210	104346	67984
1211	104423	67892
1212	104540	67826
1213	104621	67736
1214	104730	67665
1215	104816	67579
1216	104932	67512
1217	105050	67446
1218	105146	67366
1219	105243	67286
1220	105311	67188
1221	105372	67086
1222	105454	66997
1223	105542	66912
1224	105621	66821
1225	105708	66736
1226	105785	66643
1227	105874	66559
1228	105956	66470
1229	106025	66373
1230	106117	66291
1231	106190	66196
1232	106300	66125
1233	106371	66029
1234	106451	65939
1235	106534	65851
1236	106627	65769
1237	106715	65684
1238	106804	65599
1239	106914	65527
1240	106977	65428
1241	107034	65323
1242	107091	65219
1243	107160	65123
1244	107235	65030
1245	107328	64948
1246	107390	64847
1247	107448	64744
1248	107508	64643
1249	107560	64536
1250	107634	64443
1251	107704	64347
1252	107800	64267
1253	107896	64186
1254	107982	64101
1255	108045	64001
1256	108107	63901
1257	108181	63808
1258	108266	63721
1259	108374	63648
1260	108437	63549
1261	108496	63447
1262	108552	63343
1263	108623	63249
1264	108694	63154
1265	108764	63059
1266	108851	62973
1267	108924	62880
1268	108997	62787
1269	109053	62684
1270	109108	62580
1271	109173	62482
1272	109272	62404
1273	109347	62312
1274	109434	62227
1275	109527	62145
1276	109592	62048
1277	109650	61946
1278	109713	61847
1279	109786	61754
1280	109849	61656
1281	109953	61580
1282	110020	61484
1283	110097	61394
1284	110187	61310
1285	110251	61212
1286	110333	61125
1287	110420	61039
1288	110482	60940
1289	110567	60855
1290	110633	60758
1291	110705	60665
1292	110775	60570
1293	110827	60467
1294	110904	60376
1295	110984	60287
1296	111061	60197
1297	111142	60109
1298	111204	60011
1299	111264	59911
1300	111362	59832
1301	111460	59753
1302	111528	59658
1303	111634	59584
1304	111740	59509
1305	111836	59429
1306	111909	59336
1307	111998	59252
1308	112097	59174
1309	112179	59087
1310	112250	58993
1311	112307	58892
1312	112374	58797
1313	112471	58717
1314	112531	58619
1315	112608	58529
1316	112668	58430
1317	112758	58347
1318	112857	58268
1319	112967	58195
1320	113070	58118
1321	113154	58032
1322	113253	57953
1323	113355	57876
1324	113455	57798
1325	113520	57701
1326	113594	57610
1327	113670	57519
1328	113769	57441
1329	113855	57355
1330	113962	57281
1331	114074	57208
1332	114200	57143
1333	114313	57071
1334	114439	57005
1335	114543	56928
1336	114651	56854
1337	114748	56773
1338	114859	56700
1339	114964	56624
1340	115080	56553
1341	115190	56479
1342	115264	56387
1343	115368	56310
1344	115465	56230
1345	115602	56169
1346	115718	56097
1347	115806	56013
1348	115907	55934
1349	116001	55852
1350	116115	55780
1351	116221	55703
1352	116348	55637
1353	116455	55561
1354	116569	55489
1355	116649	55400
1356	116730	55311
1357	116835	55234
1358	116918	55146
1359	117018	55067
1360	117105	54981
1361	117210	54904
1362	117313	54826
1363	117404	54743
1364	117478	54651
1365	117570	54567
1366	117653	54480
1367	117769	54408
1368	117896	54341
1369	118034	54278
1370	118158	54210
1371	118300	54149
1372	118422	54079
1373	118533	54004
1374	118642	53928
1375	118745	53849
1376	118864	53778
1377	118968	53700
1378	119052	53612
1379	119123	53519
1380	119205	53431
1381	119276	53337
1382	119341	53242
1383	119410	53148
1384	119515	53070
1385	119617	52990
1386	119724	52913
1387	119842	52841
1388	119973	52774
1389	120099	52705
1390	120230	52638
1391	120351	52567
1392	120450	52486
1393	120545	52403
1394	120664	52331
1395	120786	52260
1396	120928	52197
1397	121045	52124
1398	121123	52033
1399	121237	51959
1400	121334	51876
1401	121447	51801
1402	121558	51725
1403	121647	51639
1404	121739	51555
1405	121836	51472
1406	121932	51390
1407	122059	51320
1408	122171	51244
1409	122302	51176
1410	122403	51095
1411	122511	51017
1412	122628	50943
1413	122737	50865
1414	122856	50792
1415	122927	50698
1416	123003	50607
1417	123100	50525
1418	123194	50441
1419	123261	50346
1420	123338	50255
1421	123408	50161
1422	123468	50064
1423	123579	49987
1424	123646	49892
1425	123748	49811
1426	123862	49736
1427	123972	49658
1428	124086	49582
1429	124200	49506
1430	124334	49438
1431	124441	49359
1432	124527	49272
1433	124614	49185
1434	124692	49095
1435	124755	48998
1436	124818	48902
1437	124890	48809
1438	124995	48730
1439	125070	48638
1440	125156	48551
1441	125218	48455
1442	125324	48375
1443	125404	48286
1444	125468	48190
1445	125540	48097
1446	125638	48015
1447	125699	47918
1448	125766	47824
1449	125846	47734
1450	125940	47650
1451	126016	47559
1452	126078	47463
1453	126201	47390
1454	126276	47299
1455	126343	47205
1456	126416	47113
1457	126519	47032
1458	126641	46959
1459	126714	46867
1460	126786	46774
1461	126857	46682
1462	126946	46596
1463	127021	46505
1464	127083	46409
1465	127185	46328
1466	127272	46241
1467	127338	46147
1468	127411	46055
1469	127479	45962
1470	127545	45867
1471	127605	45771
1472	127667	45675
1473	127771	45595
1474	127872	45513
1475	127970	45431
1476	128057	45344
1477	128139	45256
1478	128226	45169
1479	128307	45080
1480	128421	45003
1481	128529	44924
1482	128606	44834
1483	128691	44747
1484	128794	44666
1485	128895	44584
1486	128973	44494
1487	129079	44414
1488	129184	44333
1489	129268	44246
1490	129348	44157
1491	129446	44074
1492	129548	43992
1493	129657	43913
1494	129773	43836
1495	129862	43750
1496	129956	43665
1497	130077	43590
1498	130159	43502
1499	130247	43415
1500	130340	43331
1501	130421	43242
1502	130506	43154
1503	130607	43072
1504	130681	42981
1505	130756	42890
1506	130833	42800
1507	130928	42716
1508	131051	42641
1509	131170	42565
1510	131279	42485
1511	131371	42400
1512	131456	42312
1513	131554	42229
1514	131660	42148
1515	131760	42066
1516	131853	41981
1517	131958	41900
1518	132039	41810
1519	132131	41725
1520	132239	41645
1521	132372	41573
1522	132478	41492
1523	132581	41410
1524	132708	41335
1525	132829	41258
1526	132935	41177
1527	133019	41089
1528	133103	41001
1529	133169	40908
1530	133267	40824
1531	133393	40749
1532	133512	40672
1533	133595	40583
1534	133654	40488
1535	133737	40399
1536	133831	40314
1537	133945	40235
1538	134060	40157
1539	134153	40071
1540	134263	39991
1541	134352	39905
1542	134440	39818
1543	134518	39728
1544	134584	39634
1545	134672	39548
1546	134745	39456
1547	134842	39372
1548	134909	39279
1549	135026	39201
1550	135101	39110
1551	135175	39019
1552	135255	38930
1553	135342	38843
1554	135432	38757
1555	135554	38680
1556	135643	38593
1557	135706	38499
1558	135801	38414
1559	135856	38318
1560	135940	38230
1561	136053	38150
1562	136151	38066
1563	136216	37973
1564	136311	37888
1565	136435	37811
1566	136536	37728
1567	136600	37634
1568	136691	37548
1569	136772	37459
1570	136851	37370
1571	136924	37279
1572	136996	37188
1573	137058	37094
1574	137130	37003
1575	137199	36911
1576	137279	36822
1577	137349	36730
1578	137421	36639
1579	137512	36554
1580	137590	36464
1581	137693	36381
1582	137784	36295
1583	137877	36210
1584	137948	36119
1585	138003	36023
1586	138067	35930
1587	138147	35841
1588	138224	35752
1589	138309	35664
1590	138396	35577
1591	138461	35485
1592	138517	35390
1593	138579	35296
1594	138645	35204
1595	138720	35114
1596	138798	35025
1597	138867	34934
1598	138935	34842
1599	139030	34757
1600	139124	34672
1601	139188	34579
1602	139278	34493
1603	139405	34416
1604	139485	34328
1605	139551	34236
1606	139617	34144
1607	139694	34054
1608	139773	33966
1609	139841	33874
1610	139939	33790
1611	140009	33699
1612	140099	33613
1613	140171	33522
1614	140263	33437
1615	140349	33350
1616	140459	33269
1617	140548	33182
1618	140625	33093
1619	140703	33004
1620	140794	32918
1621	140875	32830
1622	140957	32742
1623	141012	32648
1624	141072	32555
1625	141129	32461
1626	141186	32367
1627	141260	32278
1628	141346	32191
1629	141431	32103
1630	141515	32016
1631	141600	31929
1632	141674	31839
1633	141747	31750
1634	141802	31656
1635	141866	31564
1636	141926	31471
1637	141982	31378
1638	142052	31287
1639	142113	31195
1640	142205	31110
1641	142291	31023
1642	142362	30933
1643	142449	30846
1644	142519	30756
1645	142584	30665
1646	142687	30582
1647	142765	30493
1648	142845	30405
1649	142937	30320
1650	142999	30228
1651	143060	30136
1652	143124	30044
1653	143195	29954
1654	143245	29860
1655	143306	29769
1656	143373	29678
1657	143438	29587
1658	143497	29495
1659	143572	29406
1660	143646	29317
1661	143732	29230
1662	143798	29140
1663	143893	29055
